Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination
Rated bullet game,https://lichess.org/Fc9nXnMA,2023.12.14,Philip25,thomas123456,1-0,2023.12.14,11:03:36,2118,2093,+5,-5,Standard,60+0,A10,Normal
Rated bullet game,https://lichess.org/U9QswmGw,2023.12.14,thomas123456,Philip25,0-1,2023.12.14,11:02:49,2099,2112,-6,+6,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/uBEIW44t,2023.12.14,Philip25,thomas123456,1-0,2023.12.14,11:00:45,2106,2104,+6,-5,Standard,60+0,A25,Normal
Rated bullet game,https://lichess.org/iiikq0Ki,2023.12.14,thomas123456,Philip25,1-0,2023.12.14,10:58:28,2098,2112,+6,-6,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/4MBwDm6D,2023.12.14,Philip25,thomas123456,1-0,2023.12.14,10:56:23,2107,2104,+5,-6,Standard,60+0,A25,Time forfeit
Rated bullet game,https://lichess.org/WpnjjcWD,2023.12.14,thomas123456,Philip25,1-0,2023.12.14,10:53:52,2098,2112,+6,-5,Standard,60+0,A06,Normal
Rated bullet game,https://lichess.org/1gxwKUkC,2023.12.14,CodeRgeass,thomas123456,0-1,2023.12.14,10:52:22,2055,2093,-5,+5,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/4voi8qPY,2023.12.14,thomas123456,dnewell97,1-0,2023.12.14,10:51:10,2087,2087,+6,-5,Standard,60+0,B10,Normal
Rated bullet game,https://lichess.org/xdlVHcQ3,2023.12.14,saik6503,thomas123456,0-1,2023.12.14,10:48:51,2088,2081,-8,+6,Standard,60+0,C55,Time forfeit
Rated bullet game,https://lichess.org/z5qD14nd,2023.12.14,thomas123456,rgbuitenzorgchess,0-1,2023.12.14,10:46:50,2088,2045,-7,+7,Standard,60+0,A06,Normal
Rated bullet game,https://lichess.org/rHoEhZOs,2023.12.14,pieroilcanadese,thomas123456,1-0,2023.12.14,10:44:43,2127,2093,+5,-5,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/s2tBbOUM,2023.12.14,boskayu,thomas123456,1-0,2023.12.14,10:07:41,2091,2099,+6,-6,Standard,60+0,C46,Time forfeit
Rated bullet game,https://lichess.org/bc9CeHiC,2023.12.14,thomas123456,boskayu,1-0,2023.12.14,10:07:14,2093,2096,+6,-5,Standard,60+0,C54,Normal
Rated bullet game,https://lichess.org/igR7GDTe,2023.12.14,A909090,thomas123456,0-1,2023.12.14,10:05:03,2117,2087,-6,+6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/L2xtEeNT,2023.12.14,Sphelele-Ngcobo,thomas123456,1-0,2023.12.14,10:04:07,2116,2092,+5,-5,Standard,60+0,C21,Normal
Rated bullet game,https://lichess.org/6fVLYeJl,2023.12.14,thomas123456,Gabit_kz,0-1,2023.12.14,10:03:01,2098,2094,-6,+6,Standard,60+0,C40,Normal
Rated bullet game,https://lichess.org/kztaelTb,2023.12.14,DaddyEmperor,thomas123456,1-0,2023.12.14,10:00:41,2022,2105,+7,-7,Standard,60+0,A02,Time forfeit
Rated bullet game,https://lichess.org/GUB490M6,2023.12.14,thomas123456,DaddyEmperor,0-1,2023.12.14,10:00:04,2112,2014,-7,+8,Standard,60+0,B32,Normal
Rated bullet game,https://lichess.org/9kcCH2Al,2023.12.14,optipro,thomas123456,0-1,2023.12.14,09:58:00,2034,2107,-5,+5,Standard,60+0,C20,Time forfeit
Rated bullet game,https://lichess.org/djLvJ9P9,2023.12.14,thomas123456,optipro,1-0,2023.12.14,09:56:17,2102,2038,+5,-4,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/e5qY1W5b,2023.12.14,optipro,thomas123456,0-1,2023.12.14,09:54:26,2043,2098,-5,+4,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/Oz6TSpzR,2023.12.14,thomas123456,Donpelayo83,0-1,2023.12.14,09:46:11,2104,2094,-6,+7,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/rUkDkYph,2023.12.11,Touli,thomas123456,0-1,2023.12.11,18:16:30,2004,2099,-6,+5,Standard,60+0,A01,Normal
Rated bullet game,https://lichess.org/N5k1ATpR,2023.12.11,thomas123456,Touli,1-0,2023.12.11,18:14:21,2095,2009,+4,-5,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/yx4krUOV,2023.12.11,GrandGabriel,thomas123456,0-1,2023.12.11,18:12:14,2100,2089,-5,+6,Standard,60+0,A40,Time forfeit
Rated bullet game,https://lichess.org/EHL0yedF,2023.12.11,Wyft,thomas123456,0-1,2023.12.11,18:09:57,2103,2083,-7,+6,Standard,60+0,C60,Normal
Rated bullet game,https://lichess.org/SigRYcOK,2023.12.11,thomas123456,jerradinho,0-1,2023.12.11,18:09:09,2090,2024,-7,+7,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/jn44GbSE,2023.12.11,jerradinho,thomas123456,0-1,2023.12.11,18:07:14,2028,2085,-4,+5,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/Pu5krItW,2023.12.11,thomas123456,jerradinho,1-0,2023.12.11,18:06:46,2080,2033,+5,-5,Standard,60+0,B40,Normal
Rated bullet game,https://lichess.org/drFGuRSa,2023.12.11,jerradinho,thomas123456,1-0,2023.12.11,18:04:42,2027,2086,+6,-6,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/6sh8XVno,2023.12.11,thomas123456,jerradinho,0-1,2023.12.11,18:02:46,2093,2020,-7,+7,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/rb0nnHh6,2023.12.11,jerradinho,thomas123456,0-1,2023.12.11,18:01:16,2024,2089,-4,+4,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/4La4W4ve,2023.12.11,thomas123456,jerradinho,1/2-1/2,2023.12.11,17:59:27,2090,2023,-1,+1,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/9LrUL5yP,2023.12.11,jerradinho,thomas123456,1-0,2023.12.11,17:58:37,2016,2097,+7,-7,Standard,60+0,C44,Normal
Rated bullet game,https://lichess.org/xfgV2eua,2023.12.11,thomas123456,jerradinho,1-0,2023.12.11,17:56:50,2092,2021,+5,-5,Standard,60+0,B21,Normal
